"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"85.5-85.6 Annen undervisning og tjenester tilknyttet undervisning"	"Kvinner"	33700	33990	33190	34770	35090	34150	35210	35430	34810	35950	36130	35580	37370	37980	36210	38240	39270	36430	40520	41050	39480	42100	42680	40940
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86 Helsetjenester"	"Begge kjønn"	31900	32270	31340	32740	32770	32670	33390	33340	33480	34790	34900	34610	35830	36170	35250	36340	36530	36000	38490	38680	38130	40000	40640	38730
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86 Helsetjenester"	"Menn"	31700	:	30350	31780	:	31210	31980	:	32970	34530	:	33770	35090	:	33890	36080	:	34130	38400	:	36630	39400	:	38010
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86 Helsetjenester"	"Kvinner"	31930	32230	31450	32830	32850	32800	33540	33550	33540	34820	34890	34710	35920	36210	35410	36380	36450	36250	38500	38570	38360	40080	40660	38840
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86.1 Sykehustjenester"	"Begge kjønn"	32920	32850	33050	34200	34110	34380	34950	34690	35450	36670	36320	37370	36750	36520	37260	37380	37330	37490	39680	39580	39880	41120	41250	40800
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86.1 Sykehustjenester"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"86.1 Sykehustjenester"	"Kvinner"	32830	32840	32800	34140	34100	34210	34840	34760	34990	36370	36170	36780	36570	36410	36930	37200	37150	37300	39460	39450	39480	40930	41080	40510
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"87 Pleie og omsorg i institusjon"	"Begge kjønn"	33950	:	:	35760	:	33110	37140	:	:	38440	:	:	39800	:	:	40180	:	:	42810	:	:	42460	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"87 Pleie og omsorg i institusjon"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"87 Pleie og omsorg i institusjon"	"Kvinner"	33820	:	:	36000	:	:	37310	:	:	38510	:	:	39970	:	:	39800	:	:	42760	:	:	42560	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	43930	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Begge kjønn"	35580	:	:	37610	:	:	37340	:	:	39900	:	:	40740	:	:	39730	:	:	42420	:	:	43340	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.911 Barnehager"	"Kvinner"	35430	:	:	37740	:	:	37660	:	:	40070	:	:	41160	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Begge kjønn"	32920	33760	31080	34250	34970	32530	35860	36420	34570	37530	38170	36040	39160	39980	37300	39480	40680	36830	40910	42080	38240	41680	43150	38580
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Menn"	31930	32830	29180	33240	33890	31210	34760	35350	32670	36690	37140	35220	37840	38540	35730	37750	39130	34070	38370	39690	34760	38670	40500	34850
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Kvinner"	33380	34250	31700	34710	35510	32980	36270	36880	35040	37820	38580	36250	39620	40530	37720	40070	41240	37610	41880	43060	39350	42830	44160	40010
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Begge kjønn"	30770	31520	29170	32120	32820	30400	33830	34180	32890	36210	36550	35150	38150	39100	35610	37710	39160	34210	38210	39290	35490	39080	40420	35790
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Menn"	29150	:	:	30130	30670	:	30760	:	:	33570	:	:	35020	:	:	34770	:	:	34770	:	:	35410	:	32530
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Kvinner"	31710	32530	30130	33320	34230	31310	35370	35910	34090	37410	38000	:	39710	40740	:	39310	:	:	40460	41820	:	41790	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Begge kjønn"	34330	:	33910	33640	33430	34190	34830	35490	33430	37270	38750	34330	39390	41390	34980	38980	40200	36570	42780	44910	38550	43970	46280	38490
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Menn"	:	:	:	:	:	:	:	:	:	39440	:	:	41020	:	:	39310	:	:	44270	:	:	45720	47650	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"90 Kunstnerisk virksomhet og underholdning"	"Kvinner"	34830	:	:	33180	:	34480	34240	:	33440	36220	:	35140	38500	:	36020	38770	:	37540	41710	:	38530	42630	44940	38800
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Begge kjønn"	29200	33430	25940	29440	30800	27440	29600	30180	28580	30100	30770	29010	30910	31780	29450	31400	32670	29500	32520	34360	29980	34500	37070	31300
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Menn"	29730	34760	25220	29850	31810	26600	29470	30160	28140	30000	30860	28480	31110	32380	28870	31430	33150	28780	32550	34820	29450	34510	37050	31040
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"93 Sports- og fritidsaktiviteter"	"Kvinner"	28920	32630	26290	29220	30210	27840	29670	30190	28800	30160	30720	29290	30790	31420	29780	31390	32410	29880	32510	34110	30280	34490	37090	31440
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Begge kjønn"	40540	40910	39180	41070	41320	39890	42970	43530	40270	43160	43790	39850	45400	46100	41870	47640	48450	43520	49300	50190	44240	51330	52240	45830
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Kvinner"	40330	40560	39500	41110	41310	40200	42850	43350	40680	43120	43600	40690	45440	45960	42960	46990	47710	:	48250	48920	:	50660	51470	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Begge kjønn"	40200	40490	37820	41490	41890	37870	42360	42810	38120	43750	44370	38670	45230	45820	40340	46500	47020	40990	47650	48190	41970	50310	50910	44180
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Menn"	44140	44240	:	44550	44990	:	45180	45580	:	45430	46330	:	47530	48610	:	48690	49680	:	49390	50250	:	52850	54010	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.2 Arbeidstakerorganisasjoner"	"Kvinner"	39350	39610	37520	40720	41070	37810	41600	42010	37970	43250	43780	:	44520	44990	:	45860	46250	:	47110	47560	:	49500	49940	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Begge kjønn"	34720	35640	32930	35260	36260	33310	36380	37520	34020	37430	38420	35330	38660	39840	36270	39460	40990	36480	40590	42380	37060	42120	43870	38500
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Menn"	35170	35730	33750	35200	36160	33320	36850	38100	33850	36850	38220	33790	38460	39930	35090	39670	41570	35810	40310	41960	36730	41650	43410	38130
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Kvinner"	34570	35610	32710	35290	36290	33300	36220	37300	34070	37660	38500	35910	38740	39800	36720	39370	40750	36730	40710	42570	37190	42340	44080	38670
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Begge kjønn"	31890	32320	:	32640	32870	:	33610	33700	:	34100	34080	:	35380	35570	:	36300	:	:	37560	37460	:	38610	38400	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"95 Reparasjon av varer til personlig bruk"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Begge kjønn"	31710	34440	28630	32690	33650	30850	32860	33440	31420	34410	35120	32750	35350	36050	33460	36660	37830	33900	38000	39570	34260	38950	40240	36390
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Menn"	:	:	:	:	:	:	33970	:	:	:	:	:	37700	:	:	38460	:	:	39170	:	:	40390	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"96 Annen personlig tjenesteyting"	"Kvinner"	30930	:	28220	32670	33590	30980	32540	33030	31380	34080	34550	33040	34710	35160	33550	36180	37350	33670	37720	39060	34480	38590	39920	35910
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Begge kjønn"	.	.	.	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	.	:	:	.	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Menn"	.	.	.	:	.	:	:	:	:	:	:	:	:	.	:	:	.	:	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"97 Lønnet arbeid i private husholdninger"	"Kvinner"	.	.	.	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	.	:	:	.	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Begge kjønn"	.	.	.	:	:	:	:	:	:	:	:	:	36940	:	:	38830	:	:	39060	:	:	42390	42180	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Menn"	.	.	.	:	:	.	:	:	:	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Privat sektor og offentlige eide foretak"	"99 Internasjonale organer"	"Kvinner"	.	.	.	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"03.2 Akvakultur"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"05_07_08_09.9 Bergverksdrift"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"16 Trelast- og trevareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"17 Papir- og papirvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"18 Trykking, grafisk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"22-23 Gummi-, plast- og mineralsk industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"24 Metallindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"25 Metallvareindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"26-27 Data- og elektrisk utstyrsindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"28 Maskinindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"29-30 Annen verkstedindustri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Kontoryrker"	"Kommuneforvaltningen"	"31-32 Møbelindustri og annen industri"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
